golden_id,tweet_id,conversation_id,created_at,text,previous_context,suggested_intent,difficulty,human_intent,human_escalate,human_resolution_note,annotator_notes,raw_text,raw_previous_context,label_audit_status
GS-105,440799,440800,Wed Oct 11 17:50:51 +0000 2017,@AppleSupport How do I turn off auto connect then?,"customer: @115858 @AppleSupport why does my WiFi keep turning itself on ever since I downloaded the new iOS? || support: @219586 We'd be happy to help. Are you turning off Wi-Fi via the Control Center? If so, check out: https://t.co/G7BHuQnDS6",CONNECTIVITY,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport How do I turn off auto connect then?,"customer: @115858 @AppleSupport why does my WiFi keep turning itself on ever since I downloaded the new iOS? || support: @219586 We'd be happy to help. Are you turning off Wi-Fi via the Control Center? If so, check out: https://t.co/G7BHuQnDS6",unchanged
GS-106,208914,208920,Wed Oct 04 19:48:18 +0000 2017,@AppleSupport I had not reset my device since I updated to iOS 11. Thanks for the tip.,"support: @165441 Thanks. Did you turn off the Cellular Data option from your Settings? Settings > Cellular > Cellular Data. || customer: @AppleSupport The potential mobile provider is Sprint fwiw || support: @165441 After switching off the Cellular Data option from your Settings, did you restart your device? https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT",IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport I had not reset my device since I updated to iOS 11. Thanks for the tip.,"support: @165441 Thanks. Did you turn off the Cellular Data option from your Settings? Settings &gt; Cellular &gt; Cellular Data. || customer: @AppleSupport The potential mobile provider is Sprint fwiw || support: @165441 After switching off the Cellular Data option from your Settings, did you restart your device? https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT",unchanged
GS-107,449431,449433,Thu Nov 30 20:47:04 +0000 2017,@AppleSupport Nope it’s like this on most of my apps and when I’m trying to type messages. I have the latest update,customer: @AppleSupport my iPhone 7 has been crashing lately for the past week. But now it’s going blank when I click on the music app and just keeps on crashing. Any ideas on what I could do ? || support: @151406 We're here to help. Does your iPhone experience this only when using the Music app? Which version of iOS is installed on your iPhone 7? You'll see this in Settings > General > About.,IOS_UPDATE,representative,APPS_APP_STORE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Nope itâs like this on most of my apps and when Iâm trying to type messages. I have the latest update,customer: @AppleSupport my iPhone 7 has been crashing lately for the past week. But now itâs going blank when I click on the music app and just keeps on crashing. Any ideas on what I could do ? || support: @151406 We're here to help. Does your iPhone experience this only when using the Music app? Which version of iOS is installed on your iPhone 7? You'll see this in Settings &gt; General &gt; About.,unchanged
GS-108,629732,629733,Wed Nov 22 15:41:45 +0000 2017,@AppleSupport Verification failed. There was an error connecting to the Apple ID server,"customer: @AppleSupport completely ran out of storage on my iPhone 5s, cannot log back in to iTunes to delete. Away from home & get to Genius Bar & no Mac access for 2 weeks. Do I have to wipe it & start again or can it be fixed myself? || support: @269184 We're happy to help. What happens when you try to log in to iTunes? Are you getting an error message? This may help to check the storage: https://t.co/raBhoaMkC0",APPLE_ID_ICLOUD,representative,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,@AppleSupport Verification failed. There was an error connecting to the Apple ID server,"customer: @AppleSupport completely ran out of storage on my iPhone 5s, cannot log back in to iTunes to delete. Away from home &amp; get to Genius Bar &amp; no Mac access for 2 weeks. Do I have to wipe it &amp; start again or can it be fixed myself? || support: @269184 We're happy to help. What happens when you try to log in to iTunes? Are you getting an error message? This may help to check the storage: https://t.co/raBhoaMkC0",unchanged
GS-109,513587,513589,Sat Dec 02 05:51:05 +0000 2017,@AppleSupport @234437 this is happening to me too and it’s annoying because i literally bought this phone on wednesday,customer: @AppleSupport I can’t use my SIM Card on my iPhone. The iPhone don’t recognise it. || support: @234437 We can figure this out together. Are you seeing No Service or Searching on your iPhone or is something else happening? What carrier is your SIM card associated with?,PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,@AppleSupport @234437 this is happening to me too and itâs annoying because i literally bought this phone on wednesday,customer: @AppleSupport I canât use my SIM Card on my iPhone. The iPhone donât recognise it. || support: @234437 We can figure this out together. Are you seeing No Service or Searching on your iPhone or is something else happening? What carrier is your SIM card associated with?,unchanged
GS-110,481822,481820,Sat Dec 02 10:40:58 +0000 2017,@AppleSupport Why did I pay $400 for a device that can’t even accurately calculate things?,"support: @229525 This article explains it more: https://t.co/rvH6dpDIWq Let us know if you have any other questions. || customer: @AppleSupport That doesn’t explain what you consider an active. How is it I’m on a stair stepper for 30 minutes and they aren’t all considered active!? https://t.co/lnm0qfWxZq || support: @229525 All calories burned while active, are considered active calories. All others are considered at rest. Are you just using the iPhone or a watch as well for the Activity app?",PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,@AppleSupport Why did I pay $400 for a device that canât even accurately calculate things?,"support: @229525 This article explains it more: https://t.co/rvH6dpDIWq Let us know if you have any other questions. || customer: @AppleSupport That doesnât explain what you consider an active. How is it Iâm on a stair stepper for 30 minutes and they arenât all considered active!? https://t.co/lnm0qfWxZq || support: @229525 All calories burned while active, are considered active calories. All others are considered at rest. Are you just using the iPhone or a watch as well for the Activity app?",unchanged
GS-111,398856,241464,Mon Oct 09 17:42:11 +0000 2017,@AppleSupport @210324 @AppleSupport same problem faced by me to battery get sucked like anything very bad,customer: Dear @115858 . iOS 11 is fucking up my iPhone 6S Plus. Have never experienced so much software shittiness on iPhone in 2 years of ownership || customer: @173329 @115858 iOS 11 is a serious blunder.. apps keep on hanging while switching between apps.. sucking battery like anything || support: @210324 We want to help. Which iPhone model are you using?,BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport @210324 @AppleSupport same problem faced by me to battery get sucked like anything very bad,customer: Dear @115858 . iOS 11 is fucking up my iPhone 6S Plus. Have never experienced so much software shittiness on iPhone in 2 years of ownership || customer: @173329 @115858 iOS 11 is a serious blunder.. apps keep on hanging while switching between apps.. sucking battery like anything || support: @210324 We want to help. Which iPhone model are you using?,unchanged
GS-112,109060,109066,Thu Nov 23 19:50:59 +0000 2017,@AppleSupport It says “added to library” also “added to playlist” but it doesn’t add any song. Of course they are not in “added recently”. Help. https://t.co/1O7Q0d0s1t,"support: @140208 Did this issue begin today? Do you receive any type of error message when trying to add songs? || customer: @AppleSupport I noticed it on September 24th. I don’t receive any message. || support: @140208 Can you tell us what you see if clicking the + symbol next to a song in Apple Music? Do you use Apple Music on any other devices, and if so, do you have this issue on them? Is iCloud Music Library enabled at Settings > Music?",MEDIA_SERVICES,representative,MEDIA_SERVICES,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport It says âadded to libraryâ also âadded to playlistâ but it doesnât add any song. Of course they are not in âadded recentlyâ. Help. https://t.co/1O7Q0d0s1t,"support: @140208 Did this issue begin today? Do you receive any type of error message when trying to add songs? || customer: @AppleSupport I noticed it on September 24th. I donât receive any message. || support: @140208 Can you tell us what you see if clicking the + symbol next to a song in Apple Music? Do you use Apple Music on any other devices, and if so, do you have this issue on them? Is iCloud Music Library enabled at Settings &gt; Music?",unchanged
GS-113,233936,233939,Fri Oct 06 14:37:46 +0000 2017,"@AppleSupport Thank you, but this drains the battery, let me on when i need it why it is automatically turning on","support: @171699 Can you describe for us how you're turning off Wi-Fi on your iPhone? Do you do that from the Control Center at night? || customer: @AppleSupport Yes from the control center. From yesterday i have observed if i keep my phone locked for some time and unlock it, wifi is on automatically || support: @171699 This is expected in iOS 11. You can read more about Wi-Fi in Control Center with iOS 11 here: https://t.co/G7BHuQnDS6",BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Thank you, but this drains the battery, let me on when i need it why it is automatically turning on","support: @171699 Can you describe for us how you're turning off Wi-Fi on your iPhone? Do you do that from the Control Center at night? || customer: @AppleSupport Yes from the control center. From yesterday i have observed if i keep my phone locked for some time and unlock it, wifi is on automatically || support: @171699 This is expected in iOS 11. You can read more about Wi-Fi in Control Center with iOS 11 here: https://t.co/G7BHuQnDS6",unchanged
GS-114,481812,481813,Fri Dec 01 05:26:59 +0000 2017,@AppleSupport @120640 @116333 @21503 so i contacted virgin for this issue and they refused to give me the purchase order bill cuz they did not buy it directly from Apple! So why you set virgin as one of your authentic sellers if they are not carrying ur,customer: @AppleSupport @120640 @116333 i bought my iphone from @21503 one of your authentic sellers in Saudi Arabia and the phone was locked so i sent the purchase bill to Apple as they asked for it but it was rejected as it did not match the information n their r,PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,@AppleSupport @120640 @116333 @21503 so i contacted virgin for this issue and they refused to give me the purchase order bill cuz they did not buy it directly from Apple! So why you set virgin as one of your authentic sellers if they are not carrying ur,customer: @AppleSupport @120640 @116333 i bought my iphone from @21503 one of your authentic sellers in Saudi Arabia and the phone was locked so i sent the purchase bill to Apple as they asked for it but it was rejected as it did not match the information n their r,unchanged
GS-115,924573,924571,Fri Oct 13 21:57:30 +0000 2017,"@AppleSupport Well yes, but even when I have low power mode off it doesn’t work",support: @163969 We’d like to help get you back to enjoying Siri. Can you tell us what happens when you try to use Siri now? || customer: @AppleSupport Well she doesn’t respond to “hey Siri.” I’ve turned her off multiple times. And when I set her up it’s like my microphone doesn’t pick it up || support: @163969 Do you have Low Power Mode enabled right now?,BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Well yes, but even when I have low power mode off it doesnât work",support: @163969 Weâd like to help get you back to enjoying Siri. Can you tell us what happens when you try to use Siri now? || customer: @AppleSupport Well she doesnât respond to âhey Siri.â Iâve turned her off multiple times. And when I set her up itâs like my microphone doesnât pick it up || support: @163969 Do you have Low Power Mode enabled right now?,unchanged
GS-116,61332,61332,Sun Nov 26 00:41:02 +0000 2017,"@AppleSupport This dialogue has started appearing every time I unlock my device, even though I've completed the share. (It offers to share the same WiFi password each time.) I upgraded some days ago to iOS 11.1.2. I can't even find where to turn this fea",,IOS_UPDATE,hard,APPLE_ID_ICLOUD,True,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Account/authentication issue; account-specific handling makes automation risky.,"@AppleSupport This dialogue has started appearing every time I unlock my device, even though I've completed the share. (It offers to share the same WiFi password each time.) I upgraded some days ago to iOS 11.1.2. I can't even find where to turn this fea",,unchanged
GS-117,455059,455060,Thu Nov 30 23:36:10 +0000 2017,"@AppleSupport I rented a movie on iTunes, but it will not show. It is all black.","customer: Hyrde en film i iTunes, hÃ¤mtat hem den, men den gÃ¥r inte att se. Ingenting hÃ¤nder, bara svart. ð¢Â @AppleSupport || support: @223020 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",MEDIA_SERVICES,representative,MEDIA_SERVICES,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport I rented a movie on iTunes, but it will not show. It is all black.","customer: Hyrde en film i iTunes, hÃ¤mtat hem den, men den gÃ¥r inte att se. Ingenting hÃ¤nder, bara svart. ð¢Â @AppleSupport || support: @223020 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj",unchanged
GS-118,1028438,1028442,Sat Oct 14 17:01:38 +0000 2017,@176402 @AppleSupport I’m sure as hell not going to buy another Apple device if this is the level Apple is stooping to.My current phone was my third purchase.,"customer: @115858 @116333 @AppleSupport What’re u guys doing 2 my iPhone?It’s overheating,battery draining to a point,beyond annoying.#FixMyiPhone || support: @363338 We're going to do everything we can to help get this sorted. DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT || customer: @AppleSupport @363338 They aren’t doing anything they just want you to go buy a iPhone 8",PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,@176402 @AppleSupport Iâm sure as hell not going to buy another Apple device if this is the level Apple is stooping to.My current phone was my third purchase.,"customer: @115858 @116333 @AppleSupport Whatâre u guys doing 2 my iPhone?Itâs overheating,battery draining to a point,beyond annoying.#FixMyiPhone || support: @363338 We're going to do everything we can to help get this sorted. DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT || customer: @AppleSupport @363338 They arenât doing anything they just want you to go buy a iPhone 8",unchanged
GS-119,110930,110933,Wed Nov 22 19:13:08 +0000 2017,"@AppleSupport All absolutely all the songs were passed from my computer from iTunes. Few are the songs that do not reproduce on the iphone and send me to Apple Music, but the computer if they reproduce perfectly.","customer: @AppleSupport I have a problem when playing some songs that I have downloaded on my iPhone, I can not do it because it sends me to choose an Apole Music plan. Help https://t.co/zVKA3bUcaJ || support: @140677 Thank you for showing us that video. Let's see if we can get to the bottom of this. How do you get your music to your iPhone? Is it purchased through the iTunes Store or synced with a computer? How were the songs that won't play placed on your iPh",MEDIA_SERVICES,representative,MEDIA_SERVICES,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport All absolutely all the songs were passed from my computer from iTunes. Few are the songs that do not reproduce on the iphone and send me to Apple Music, but the computer if they reproduce perfectly.","customer: @AppleSupport I have a problem when playing some songs that I have downloaded on my iPhone, I can not do it because it sends me to choose an Apole Music plan. Help https://t.co/zVKA3bUcaJ || support: @140677 Thank you for showing us that video. Let's see if we can get to the bottom of this. How do you get your music to your iPhone? Is it purchased through the iTunes Store or synced with a computer? How were the songs that won't play placed on your iPh",unchanged
GS-120,669485,669486,Wed Oct 04 14:47:28 +0000 2017,"@AppleSupport newest, and installed the patch this morning. 7s","customer: @AppleSupport my work phone is now a paperweight since upgrading to iOS 11. I have zero service. I have done everything. #HELP #ineedmyphone || support: @279667 We'd like to help. So we know a little more about your iPhone, what version of iOS do you have installed?",APPS_APP_STORE,representative,APPS_APP_STORE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport newest, and installed the patch this morning. 7s","customer: @AppleSupport my work phone is now a paperweight since upgrading to iOS 11. I have zero service. I have done everything. #HELP #ineedmyphone || support: @279667 We'd like to help. So we know a little more about your iPhone, what version of iOS do you have installed?",unchanged
GS-121,560443,519212,Sat Dec 02 22:20:48 +0000 2017,@251105 @239810 @115858 @AppleSupport Same Problem here! My Phone is crashing every minute @AppleSupport @115858,customer: @115858 @AppleSupport What's wrong?iPhone 6 plus (11.1.2) is crashing randomly for about several seconds. Reboot not work!Please fix it!!! || customer: @239810 @115858 @AppleSupport disable all your notifications will fix it,DEVICE_PERFORMANCE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@251105 @239810 @115858 @AppleSupport Same Problem here! My Phone is crashing every minute @AppleSupport @115858,customer: @115858 @AppleSupport What's wrong?iPhone 6 plus (11.1.2) is crashing randomly for about several seconds. Reboot not work!Please fix it!!! || customer: @239810 @115858 @AppleSupport disable all your notifications will fix it,unchanged
GS-122,1136311,1136312,Sun Oct 15 15:23:31 +0000 2017,@AppleSupport My apps & lock screen keep freezing. My phone overheats like crazy now too. 😔,customer: My phone has turned into the biggest piece of trash since I’ve updated to #ios11. It’s practically unusable. Anyone else? @115858 || support: @387694 That's not the experience we want you to have. What's going on?,DEVICE_PERFORMANCE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Potential hardware/accessory issue; avoid assuming a software-only resolution.,@AppleSupport My apps &amp; lock screen keep freezing. My phone overheats like crazy now too. ð,customer: My phone has turned into the biggest piece of trash since Iâve updated to #ios11. Itâs practically unusable. Anyone else? @115858 || support: @387694 That's not the experience we want you to have. What's going on?,unchanged
GS-123,735962,735962,Tue Oct 10 07:59:29 +0000 2017,@115858 iOS11.0.1 - MOST ANNOYING feature is how it automatically turns on bluetooth & wifi. I have it off for a reason. Please fix this!!,,CONNECTIVITY,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@115858 iOS11.0.1 - MOST ANNOYING feature is how it automatically turns on bluetooth &amp; wifi. I have it off for a reason. Please fix this!!,,unchanged
GS-124,285186,285184,Sun Oct 08 14:51:17 +0000 2017,"@AppleSupport Awh it's ok, I've been advised to buy a new iPhone, since 6's won't support the new update and will now be 'useless' 🙂 thanks tho x","support: @183944 We want to help. Did you device recover missing items from a backup? || customer: @AppleSupport It attempted to, however many things are still missing or ""unable to download"" 🙄 Not to mention it takes 7 years to do anything 🐌 #snailpace || support: @183944 OK, since you are restoring from backup. Make sure that you're connected to Wi-Fi: https://t.co/Lr8zUtw9ls https://t.co/GDrqU22YpT",IOS_UPDATE,representative,IOS_UPDATE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Awh it's ok, I've been advised to buy a new iPhone, since 6's won't support the new update and will now be 'useless' ð thanks tho x","support: @183944 We want to help. Did you device recover missing items from a backup? || customer: @AppleSupport It attempted to, however many things are still missing or ""unable to download"" ð Not to mention it takes 7 years to do anything ð #snailpace || support: @183944 OK, since you are restoring from backup. Make sure that you're connected to Wi-Fi: https://t.co/Lr8zUtw9ls https://t.co/GDrqU22YpT",unchanged
GS-125,335760,335761,Sat Oct 07 21:06:09 +0000 2017,@AppleSupport I am on the newest one available. iOS 11.0.2 and yes this was actually occurring when I updated to the First version of IOS 11 https://t.co/m62pq8fWMx,customer: Somethings alittle off here @AppleSupport see the issue?? Playing a song and it doesn’t tell me what minute/seconds I’m at lol https://t.co/86Py3a6QB7 || support: @196053 We see what you mean. Could you let us know which iOS version you are on? Does this occur after restarting your iPhone?,IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport I am on the newest one available. iOS 11.0.2 and yes this was actually occurring when I updated to the First version of IOS 11 https://t.co/m62pq8fWMx,customer: Somethings alittle off here @AppleSupport see the issue?? Playing a song and it doesnât tell me what minute/seconds Iâm at lol https://t.co/86Py3a6QB7 || support: @196053 We see what you mean. Could you let us know which iOS version you are on? Does this occur after restarting your iPhone?,unchanged
GS-126,11633,11633,Wed Nov 01 01:01:00 +0000 2017,Since I updated my iPhone I can’t download apps now. Thanks @AppleSupport @115858 🙄🙄🙄,,IOS_UPDATE,hard,APPS_APP_STORE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,Since I updated my iPhone I canât download apps now. Thanks @AppleSupport @115858 ððð,,unchanged
GS-127,920487,920488,Tue Oct 10 19:29:03 +0000 2017,"@AppleSupport Nope! And I tried to reboot the Bluetooth settings, the connection’s settings, and even the phone itself...and nothing happen!","customer: @AppleSupport is Apple going to fix Bluetooth problems...like soon? I can’t connect in my car (a 4 days old iPhone 7 Plus, iOS 11.0.2) 🤧 || support: @338494 Hey, we can look into this with you. Are you able to connect to other Bluetooth accessories? Does restarting your iPhone help?",CONNECTIVITY,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Nope! And I tried to reboot the Bluetooth settings, the connectionâs settings, and even the phone itself...and nothing happen!","customer: @AppleSupport is Apple going to fix Bluetooth problems...like soon? I canât connect in my car (a 4 days old iPhone 7 Plus, iOS 11.0.2) ð¤§ || support: @338494 Hey, we can look into this with you. Are you able to connect to other Bluetooth accessories? Does restarting your iPhone help?",unchanged
GS-128,832196,832197,Mon Oct 09 01:32:34 +0000 2017,@AppleSupport Tried contacting chat support but it’s taking forever to connect,"customer: @AppleSupport accidentally purchased something from the App Store I didn’t mean to purchase. Please help! || support: @318202 We're here to help. To get this taken care of, you will need to reach out directly to our iTunes team: https://t.co/SDIe7UiyJN",CONNECTIVITY,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Tried contacting chat support but itâs taking forever to connect,"customer: @AppleSupport accidentally purchased something from the App Store I didnât mean to purchase. Please help! || support: @318202 We're here to help. To get this taken care of, you will need to reach out directly to our iTunes team: https://t.co/SDIe7UiyJN",unchanged
GS-129,825909,825911,Fri Oct 13 01:03:52 +0000 2017,"@115858 My phone constantly switches WiFi networks on its own. I’ll select one, lock my phone after a min, unlock, and it’s on a different network",customer: .@115858 some iOS11 issues: random words get automatically capitalized when I’m typing in iMessage. Literally just had “pizza” corrected 4 me,CONNECTIVITY,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@115858 My phone constantly switches WiFi networks on its own. Iâll select one, lock my phone after a min, unlock, and itâs on a different network",customer: .@115858 some iOS11 issues: random words get automatically capitalized when Iâm typing in iMessage. Literally just had âpizzaâ corrected 4 me,unchanged
GS-130,271282,271282,Fri Oct 06 01:11:04 +0000 2017,@AppleSupport ios11 update— don’t know how WiFi & Bluetooth just randomly turn on after I’ve turned them off. It should go back on wen I say,,CONNECTIVITY,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport ios11 updateâ donât know how WiFi &amp; Bluetooth just randomly turn on after Iâve turned them off. It should go back on wen I say,,unchanged
GS-131,611291,611291,Wed Nov 22 04:35:41 +0000 2017,@116333 apples notes app kill the iphone battery,,BATTERY_POWER,hard,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@116333 apples notes app kill the iphone battery,,unchanged
GS-132,648527,648527,Wed Nov 22 19:14:38 +0000 2017,Hey @115858 thanks for the last update! This time Siri doesn't work. Any heads up on what you're planning to ruin on our iPhones with the next update? #ios11 #Apple #iphone @116333,,IOS_UPDATE,edge,IOS_UPDATE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,Hey @115858 thanks for the last update! This time Siri doesn't work. Any heads up on what you're planning to ruin on our iPhones with the next update? #ios11 #Apple #iphone @116333,,unchanged
GS-133,436971,436972,Tue Oct 10 17:38:07 +0000 2017,@AppleSupport Thanks! Switched off Hey Siri and back on again. Reset iPhone. Reset network settings. Switched on and off dictation,customer: Hey @AppleSupport running iOS 11.0.2 on an iPhone 8 and my Hey Siri keeps cutting out. Can you help please? https://t.co/wRMRcfCzVd || support: @218770 We'd love to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,CONNECTIVITY,representative,CONNECTIVITY,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Thanks! Switched off Hey Siri and back on again. Reset iPhone. Reset network settings. Switched on and off dictation,customer: Hey @AppleSupport running iOS 11.0.2 on an iPhone 8 and my Hey Siri keeps cutting out. Can you help please? https://t.co/wRMRcfCzVd || support: @218770 We'd love to help. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,unchanged
GS-134,870318,870318,Fri Oct 13 15:02:52 +0000 2017,Totally going to have to return / hopefully replace my AirPods…battery issue makes them unusable // @AppleSupport,,BATTERY_POWER,edge,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,Totally going to have to return / hopefully replace my AirPodsâ¦battery issue makes them unusable // @AppleSupport,,unchanged
GS-135,740094,740094,Fri Oct 06 19:24:16 +0000 2017,@AppleSupport speakerphone stopped working after updating to iOS 11,,IOS_UPDATE,edge,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport speakerphone stopped working after updating to iOS 11,,unchanged
GS-136,756463,756460,Wed Oct 11 18:27:25 +0000 2017,@AppleSupport But how do I browse my iTunes music library on my iPhone from my Apple Watch?,"support: Play the music you love, right from your Apple Watch. Here's how to add playlists and albums in watchOS 4 Learn more https://t.co/AT5kfmYtDh https://t.co/IiLTio7CoA",MEDIA_SERVICES,representative,MEDIA_SERVICES,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport But how do I browse my iTunes music library on my iPhone from my Apple Watch?,"support: Play the music you love, right from your Apple Watch. Here's how to add playlists and albums in watchOS 4 Learn more https://t.co/AT5kfmYtDh https://t.co/IiLTio7CoA",unchanged
GS-137,620217,620218,Wed Nov 22 17:43:59 +0000 2017,"@AppleSupport iPhone 6s and 11.1.2, keeps saying to enter my Apple ID password and when I do it says authentication failed","customer: I’m just tryna listen to my Apple Music but it won’t log me in, this is like 3 weeks now cmon man @AppleSupport || support: @232756 We'd be happy to look into what's causing you to not be able to sign in. What device and OS version are you seeing this on?",APPLE_ID_ICLOUD,representative,APPLE_ID_ICLOUD,True,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Account/authentication issue; account-specific handling makes automation risky.,"@AppleSupport iPhone 6s and 11.1.2, keeps saying to enter my Apple ID password and when I do it says authentication failed","customer: Iâm just tryna listen to my Apple Music but it wonât log me in, this is like 3 weeks now cmon man @AppleSupport || support: @232756 We'd be happy to look into what's causing you to not be able to sign in. What device and OS version are you seeing this on?",unchanged
GS-138,87164,87172,Thu Nov 30 16:11:40 +0000 2017,"@AppleSupport Where I live I barely have service, so it says “no service” but I usually send texts through WiFi & it still doesn’t work. But now it’s working. Why is that?","customer: @135074 @115858 @AppleSupport @ATT @117735 no ones just texting u chill || customer: @135075 @115858 @AppleSupport @ATT @117735 Bruh I can’t even send out..... or call || support: @135074 Thanks for reaching out. We'd be happy to help you with making calls and your messages. Do you see ""No service"" or ""Searching"" in the status bar?",CONNECTIVITY,representative,CONNECTIVITY,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Where I live I barely have service, so it says âno serviceâ but I usually send texts through WiFi &amp; it still doesnât work. But now itâs working. Why is that?","customer: @135074 @115858 @AppleSupport @ATT @117735 no ones just texting u chill || customer: @135075 @115858 @AppleSupport @ATT @117735 Bruh I canât even send out..... or call || support: @135074 Thanks for reaching out. We'd be happy to help you with making calls and your messages. Do you see ""No service"" or ""Searching"" in the status bar?",unchanged
GS-139,286211,286211,Tue Oct 03 19:24:37 +0000 2017,Getting distorted outgoing Voice msg quality w the last update to #iPhone & #WhatsApp @4305 @AppleSupport Bluetooth is off but sounds on,,IOS_UPDATE,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,Getting distorted outgoing Voice msg quality w the last update to #iPhone &amp; #WhatsApp @4305 @AppleSupport Bluetooth is off but sounds on,,unchanged
GS-140,919189,919189,Fri Oct 13 07:40:24 +0000 2017,@AppleSupport are you going to sort out these issues with IOS affecting the sound on IPhones?,,IOS_UPDATE,edge,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport are you going to sort out these issues with IOS affecting the sound on IPhones?,,unchanged
